image,phrase1,phrase2,original_phrase1,original_phrase2,ytrue,roi1,roi2,preprocessed_phrase1,preprocessed_phrase2,original_label,type_label
280667538,man,knight,A man,A knight,True,156,156,man,knight,Independence,4
280667538,knight,man,A knight,A man,True,156,156,knight,man,Independence,4
975131015,boy,little+boy,A boy,A little boy,True,191,191,boy,little boy,Entailment1,1
975131015,tiger,resting+tiger,a tiger,a resting tiger,True,85,85,tiger,resting tiger,Entailment1,1
975131015,little+boy,boy,A little boy,A boy,True,191,191,little boy,boy,Entailment1,1
1053804096,young+girl,girls,A young girl,A girls,True,93,93,young girl,girls,Entailment1,1
4764430842,grass,outside,the grass,outside,True,43,43,grass,outside,Entailment1,1
7841142842,bicyclist,man,A bicyclist,A man,True,187,187,bicyclist,man,Independence,4
7841142842,four+spectators,four+onlookers,four spectators,four onlookers,True,100,100,four spectators,four onlookers,Equivalence,3
2921094201,pink,pink+sweater,pink,a pink sweater,True,-1,-1,pink,pink sweater,Independence,4
4718118294,two+blond+women,women,two blond women,women,True,155,155,two blond women,women,Entailment1,1
4718118294,two+customers,women,two customers,women,True,155,155,two customers,women,Independence,4
3801083035,girl,woman,A girl,A woman,True,191,191,girl,woman,Alternation,0
3801083035,zip-line,safety+apparatus,a zip-line,a safety apparatus,True,167,167,zip-line,safety apparatus,Alternation,0
3801083035,bungee+cord,safety+apparatus,a bungee cord,a safety apparatus,True,167,167,bungee cord,safety apparatus,Entailment1,1
3041384194,girl,woman,A girl,Woman,True,157,157,girl,woman,Alternation,0
3041384194,short+haircut,short+red-hair,a short haircut,short red-hair,True,163,163,short haircut,short red-hair,Entailment1,1
3041384194,girl,woman,A girl,A woman,True,157,157,girl,woman,Alternation,0
3041384194,finger,hand,her finger,her hand,True,-1,-1,finger,hand,Alternation,0
3041384194,hand,finger,her hand,her finger,True,-1,-1,hand,finger,Alternation,0
2142457568,man,old+man,A man,An old man,True,-1,-1,man,old man,Entailment1,1
2142457568,log,boat+launch,a log,boat launch,True,-1,-1,log,boat launch,Alternation,0
4868008430,photo+album,people+pictures,some photo album,some people pictures,True,-1,-1,some photo album,some people pictures,Independence,4
4868008430,photo+album,diagram,some photo album,a diagram,True,-1,-1,some photo album,diagram,Alternation,0
2937011123,two+women,two+asian+girls,Two women,Two asian girls,True,47,47,two women,two asian girls,Alternation,0
2937011123,two+women,asian+girls,Two women,Asian girls,True,47,47,two women,asian girls,Alternation,0
2937011123,two+asian+women,two+asian+girls,Two Asian women,Two asian girls,True,47,47,two asian women,two asian girls,Alternation,0
2937011123,two+asian+women,asian+girls,Two Asian women,Asian girls,True,47,47,two asian women,asian girls,Alternation,0
2937011123,two+asian+girls,two+asian+women,Two asian girls,Two asian women,True,47,47,two asian girls,two asian women,Alternation,0
2937011123,two+asian+women,asian+girls,Two asian women,Asian girls,True,47,47,two asian women,asian girls,Alternation,0
2748729903,water,surface+lake,the water,the surface of a lake,True,7,7,water,surface lake,Entailment1,1
2748729903,person,man,A person,a man,True,-1,-1,person,man,Entailment1,1
2748729903,surface+lake,water,the surface of a lake,the water,True,7,7,surface lake,water,Entailment1,1
4448569088,building,beautiful+building,a building,a beautiful building,True,35,35,building,beautiful building,Entailment1,1
4448569088,people,group+people,People,Group of people,True,98,98,people,group people,Entailment1,1
4448569088,people,group+people,People,A group of people,True,98,98,people,group people,Entailment1,1
4946023775,five+adults,five+young+adults,Five adults,Five young adults,True,16,16,five adults,five young adults,Entailment1,1
1945973944,man,another+man,One man,another man,True,184,184,one man,another man,Entailment1,1
1945973944,another+man,man,another man,A man,True,184,184,another man,man,Equivalence,3
3140452105,woman,girl,A woman,A girl,True,11,11,woman,girl,Alternation,0
3140452105,woman,female,A woman,A female,True,11,11,woman,female,Entailment1,1
3140452105,girl,woman,A girl,A woman,True,11,11,girl,woman,Alternation,0
3140452105,female,woman,A female,A woman,True,11,11,female,woman,Entailment1,1
2195316844,person,man,A person,A man,True,1,1,person,man,Entailment1,1
2195316844,person,man,A person,a man,True,1,1,person,man,Entailment1,1
2195316844,person,man,A person,Man,True,1,1,person,man,Entailment1,1
2195316844,white+gray+striped+t-shirt,gray+stripe+shirt,a white and gray striped t-shirt,gray stripe shirt,True,141,141,white gray striped t-shirt,gray stripe shirt,Entailment1,1
3711851074,public+store,oriental+grocery+store,a public store,a oriental grocery store,True,14,14,public store,oriental grocery store,Entailment1,1
5247558458,people,group+people,People,A group of people,True,145,145,people,group people,Entailment1,1
6189950649,sidewalk,street,the sidewalk,the street,True,186,186,sidewalk,street,Alternation,0
6293812868,women,five+girls,Women,Five girls,True,92,92,women,five girls,Alternation,0
6293812868,relay+swimming+competition,swim+race,a relay swimming competition,a swim race,True,3,3,relay swimming competition,swim race,Entailment1,1
4631313449,man,person,A man,A person,True,-1,-1,man,person,Entailment1,1
4631313449,man,tourist,A man,A tourist,True,-1,-1,man,tourist,Independence,4
4631313449,person,man,A person,A man,True,-1,-1,person,man,Entailment1,1
4631313449,tourist,man,A tourist,A man,True,-1,-1,tourist,man,Independence,4
3159424456,baby,small+child,a baby,a small child,True,181,181,baby,small child,Alternation,0
3159424456,baby,toddler,a baby,a toddler,True,181,181,baby,toddler,Alternation,0
3159424456,baby,small+child,A baby,a small child,True,181,181,baby,small child,Alternation,0
3159424456,baby,toddler,A baby,a toddler,True,181,181,baby,toddler,Alternation,0
3159424456,small+child,toddler,a small child,a toddler,True,181,181,small child,toddler,Alternation,0
3159424456,small+child,baby,a small child,a baby,True,181,181,small child,baby,Alternation,0
3159424456,toddler,baby,a toddler,a baby,True,181,181,toddler,baby,Alternation,0
3152980191,man,person,a man,a person,True,-1,-1,man,person,Entailment1,1
3152980191,donuts,cookies,donuts,cookies,True,96,96,donuts,cookies,Alternation,0
3152980191,bread+buns,cookies,bread buns,cookies,True,96,96,bread buns,cookies,Alternation,0
6022108522,two+women,two+girls,Two women,Two girls,True,86,86,two women,two girls,Alternation,0
34536135,restaurant+stand,store,a restaurant stand,a store,True,96,96,restaurant stand,store,Entailment1,1
2595503905,people,group+people,people,A group of people,True,42,42,people,group people,Entailment1,1
3276895962,white+brown+dog,brown+white+dog,a white and brown dog,a brown and white dog,True,194,194,white brown dog,brown white dog,Equivalence,3
1324673652,african+man,adult,An African man,An adult,True,-1,-1,african man,adult,Entailment1,1
1324673652,african+man,man,An African man,A man,True,-1,-1,african man,man,Entailment1,1
1324673652,african+man,young+african+man,An African man,Young African man,True,-1,-1,african man,young african man,Entailment1,1
4485496402,surfer,man,a surfer,A man,True,-1,-1,surfer,man,Independence,4
4485496402,surfer,man,A surfer,A man,True,-1,-1,surfer,man,Independence,4
4485496402,man,surfer,A man,A surfer,True,-1,-1,man,surfer,Independence,4
4485496402,large+wave,ocean,a large wave,the ocean,True,-1,-1,large wave,ocean,Independence,4
94987177,lone+guitarist,another+man,a lone guitarist,another man,True,137,137,lone guitarist,another man,Independence,4
94987177,man,another+man,a man,another man,True,155,137,man,another man,Equivalence,3
94987177,man,another+man,A man,another man,True,155,137,man,another man,Equivalence,3
94987177,another+man,musician,another man,A musician,True,137,137,another man,musician,Independence,4
5238681042,snow,busy+street+snow,snow,a busy street of snow,True,24,24,snow,busy street snow,Entailment1,1
5238681042,path,walkway,the path,a walkway,True,24,24,path,walkway,Entailment1,1
5238681042,busy+street+snow,snow,a busy street of snow,snow,True,24,24,busy street snow,snow,Entailment1,1
3178489390,two+children,two+little+boys,Two children,Two little boys,True,88,88,two children,two little boys,Entailment1,1
6939568656,man,boy,A man,A boy,True,29,29,man,boy,Alternation,0
6939568656,football+player,boy,A football player,A boy,True,29,29,football player,boy,Independence,4
6939568656,weight+sled,weight+resistor,a weight sled,a weight resistor,True,189,189,weight sled,weight resistor,Equivalence,3
2543017787,child,girl,A child,A girl,True,98,98,child,girl,Entailment1,1
2543017787,tire-shaped+swing,ring+swing,a tire-shaped swing,a ring swing,True,150,150,tire-shaped swing,ring swing,Entailment1,1
2543017787,tire-shaped+swing,swing,a tire-shaped swing,a swing,True,150,150,tire-shaped swing,swing,Entailment1,1
2543017787,girl,child,A girl,A child,True,98,98,girl,child,Entailment1,1
494625641,woman,blond+girl,A woman,A blond girl,True,198,198,woman,blond girl,Alternation,0
494625641,blond+girl,woman,A blond girl,A woman,True,198,198,blond girl,woman,Alternation,0
7090197245,swing,carnival+ride,a swing,a carnival ride,True,101,101,swing,carnival ride,Independence,4
7090197245,ride,swings,a ride,swings,True,101,101,ride,swings,Entailment1,1
7090197245,carnival+ride,swings,a carnival ride,swings,True,101,101,carnival ride,swings,Independence,4
32774948,group+people,people,A group of people,People,True,133,133,group people,people,Entailment1,1
32774948,small+crowd,people,a small crowd,People,True,133,133,small crowd,people,Entailment1,1
32774948,group+people,people,Group of people,People,True,133,133,group people,people,Entailment1,1
74032739,bench,chair,the bench,a chair,True,99,99,bench,chair,Alternation,0
74032739,asian+man,man,An Asian man,A man,True,172,172,asian man,man,Entailment1,1
74032739,bench,chair,a bench,a chair,True,99,99,bench,chair,Alternation,0
74032739,chair,bench,a chair,a bench,True,99,99,chair,bench,Alternation,0
2525898604,group+horses,team+horses,a group of horses,A team of horses,True,199,199,group horses,team horses,Equivalence,3
3455898176,large+tri-colored+dog,brown+dog,A large tri-colored dog,Brown dog,True,135,135,large tri-colored dog,brown dog,Alternation,0
3455898176,large+tri-colored+dog,brown+dog,A large tri-colored dog,A brown dog,True,135,135,large tri-colored dog,brown dog,Alternation,0
3455898176,obstacle+hurdle,hurdle,an obstacle hurdle,a hurdle,True,188,188,obstacle hurdle,hurdle,Entailment1,1
4445453116,group+people,people,A group of people,People,True,181,181,group people,people,Entailment1,1
3629664676,black+dog,dog,a black dog,A dog,True,44,44,black dog,dog,Entailment1,1
3629664676,black+dog,dog,The black dog,A dog,True,44,44,black dog,dog,Entailment1,1
3629664676,black+dog,dog,A black dog,A dog,True,44,44,black dog,dog,Entailment1,1
446514680,two+large+brown+short-haired+dogs,two+dogs,Two large brown short-haired dogs,two dogs,True,99,99,two large brown short-haired dogs,two dogs,Entailment1,1
93406137,yellow+raincoats,yellow+jackets,yellow raincoats,yellow jackets,True,95,95,yellow raincoats,yellow jackets,Independence,4
7374494094,people,large+group+people,people,a large group of people,True,4,4,people,large group people,Entailment1,1
7374494094,people,large+group+people,People,a large group of people,True,4,4,people,large group people,Entailment1,1
4760648961,little+baby+girl,child,A little baby girl,A child,True,47,47,little baby girl,child,Alternation,0
4931319718,cowboy,cowboy-looking+fellow,A cowboy,A cowboy-looking fellow,True,181,181,cowboy,cowboy-looking fellow,Entailment1,1
4931319718,cowboy,cowboy-looking+fellow,The cowboy,A cowboy-looking fellow,True,181,181,cowboy,cowboy-looking fellow,Entailment1,1
4931319718,cowboy-looking+fellow,cowboy,A cowboy-looking fellow,Cowboy,True,181,181,cowboy-looking fellow,cowboy,Entailment1,1
5925545184,clothes,white+clothing,clothes,white clothing,True,123,123,clothes,white clothing,Entailment1,1
2634290212,woman,women,A woman,Women,True,197,197,woman,women,Equivalence,3
2634290212,two+female+performers,women,Two female performers,Women,True,197,197,two female performers,women,Independence,4
1716445442,person,man,A person,A man,True,143,143,person,man,Entailment1,1
1716445442,things,big+rock,things,a big rock,True,-1,-1,things,big rock,Entailment1,1
3789378919,people,group+people,People,A group of people,True,171,171,people,group people,Entailment1,1
3789378919,line+several+people,group+people,A line of several people,A group of people,True,171,171,line several people,group people,Entailment1,1
3789378919,group+people,people,A group of people,People,True,171,171,group people,people,Entailment1,1
2216878754,young+asian+girl,asian+woman,Young Asian girl,An Asian woman,True,181,181,young asian girl,asian woman,Alternation,0
2216878754,young+asian+girl,woman,Young Asian girl,A woman,True,181,181,young asian girl,woman,Alternation,0
4931383325,two+girls,two+women,Two girls,Two women,True,20,20,two girls,two women,Alternation,0
4931383325,two+girls,two+woman,Two girls,Two woman,True,20,20,two girls,two woman,Alternation,0
4931383325,two+women,two+woman,Two women,Two woman,True,20,20,two women,two woman,Equivalence,3
4931383325,brown-haired+women,two+girls,A brown-haired women,Two girls,True,20,20,brown-haired women,two girls,Alternation,0
4026365920,man,asian+man,A man,An Asian man,True,197,-1,man,asian man,Entailment1,1
4026365920,coffee+cup,mug,her coffee cup,a mug,True,-1,-1,coffee cup,mug,Entailment1,1
4026365920,man,asian+man,a man,An Asian man,True,197,-1,man,asian man,Entailment1,1
4026365920,asian+man,man,An Asian man,a man,True,-1,197,asian man,man,Entailment1,1
4026365920,asian+man,man,An Asian man,A man,True,-1,197,asian man,man,Entailment1,1
530888330,mountain+landscape,far+away+hills,the mountain landscape,the far away hills,True,114,114,mountain landscape,far away hills,Independence,4
530888330,mountain+landscape,far+away+hills,mountain landscape,the far away hills,True,114,114,mountain landscape,far away hills,Independence,4
2165724565,baby,newborn+child,a baby,her newborn child,True,180,180,baby,newborn child,Alternation,0
2165724565,small+baby,newborn+child,a small baby,her newborn child,True,180,180,small baby,newborn child,Alternation,0
1149097018,baby,infant,A baby,An infant,True,2,2,baby,infant,Entailment1,1
1149097018,baby,infant,Baby,An infant,True,2,2,baby,infant,Entailment1,1
4814330143,two+woman,two+young+women,Two woman,Two young women,True,81,81,two woman,two young women,Entailment1,1
2891300143,man,old+man,A man,An old man,True,92,92,man,old man,Entailment1,1
